FIPStxt,States,Area_name,POVALL_2019
29165,MO,Platte County,"5,451"
29167,MO,Polk County,"6,005"
29169,MO,Pulaski County,"6,185"
29171,MO,Putnam County,725
29173,MO,Ralls County,"1,026"
29175,MO,Randolph County,"3,710"
29177,MO,Ray County,"2,076"
29179,MO,Reynolds County,"1,333"
29181,MO,Ripley County,"2,581"
29183,MO,St. Charles County,"18,379"
29185,MO,St. Clair County,"1,771"
29186,MO,Ste. Genevieve County,"1,698"
29187,MO,St. Francois County,"10,201"
29189,MO,St. Louis County,"90,474"
29195,MO,Saline County,"3,357"
29197,MO,Schuyler County,953
29199,MO,Scotland County,688
29201,MO,Scott County,"6,730"
29203,MO,Shannon County,"1,827"
29205,MO,Shelby County,906
29207,MO,Stoddard County,"5,249"
29209,MO,Stone County,"4,873"
29211,MO,Sullivan County,935
29213,MO,Taney County,"6,818"
29215,MO,Texas County,"4,923"
29217,MO,Vernon County,"3,367"
29219,MO,Warren County,"3,521"
29221,MO,Washington County,"5,269"
29223,MO,Wayne County,"2,620"
29225,MO,Webster County,"6,236"
29227,MO,Worth County,292
29229,MO,Wright County,"3,534"
29510,MO,St. Louis city,"59,238"
30001,MT,Beaverhead County,"1,302"
30003,MT,Big Horn County,"3,430"
30005,MT,Blaine County,"1,401"
30007,MT,Broadwater County,556
30009,MT,Carbon County,"1,078"
30011,MT,Carter County,175
30013,MT,Cascade County,"11,259"
30015,MT,Chouteau County,857
30017,MT,Custer County,"1,427"
30019,MT,Daniels County,180
30021,MT,Dawson County,955
30023,MT,Deer Lodge County,"1,350"
30025,MT,Fallon County,272
30027,MT,Fergus County,"1,418"
30029,MT,Flathead County,"9,689"
30031,MT,Gallatin County,"11,486"
30033,MT,Garfield County,206
30035,MT,Glacier County,"3,449"
30037,MT,Golden Valley County,155
30039,MT,Granite County,417
30041,MT,Hill County,"2,517"
30043,MT,Jefferson County,967
30045,MT,Judith Basin County,290
30047,MT,Lake County,"5,181"
30049,MT,Lewis and Clark County,"6,393"
30051,MT,Liberty County,425
30053,MT,Lincoln County,"3,440"
30055,MT,McCone County,238
30057,MT,Madison County,823
30059,MT,Meagher County,282
30061,MT,Mineral County,681
30063,MT,Missoula County,"13,748"
30065,MT,Musselshell County,758
30067,MT,Park County,"1,940"
30069,MT,Petroleum County,72
30071,MT,Phillips County,557
30073,MT,Pondera County,995
30075,MT,Powder River County,227
30077,MT,Powell County,846
30079,MT,Prairie County,138
30081,MT,Ravalli County,"4,859"
30083,MT,Richland County,945
30085,MT,Roosevelt County,"2,617"
30087,MT,Rosebud County,"1,437"
30089,MT,Sanders County,"1,994"
30091,MT,Sheridan County,399
30093,MT,Silver Bow County,"5,175"
30095,MT,Stillwater County,887
30097,MT,Sweet Grass County,380
30099,MT,Teton County,799
30101,MT,Toole County,650
30103,MT,Treasure County,85
30105,MT,Valley County,932
30107,MT,Wheatland County,377
30109,MT,Wibaux County,106
30111,MT,Yellowstone County,"17,752"
31001,NE,Adams County,"3,181"
31003,NE,Antelope County,761
31005,NE,Arthur County,63
31007,NE,Banner County,84
31009,NE,Blaine County,74
31011,NE,Boone County,509
31013,NE,Box Butte County,"1,096"
31015,NE,Boyd County,263
31017,NE,Brown County,337
31019,NE,Buffalo County,"5,480"
31021,NE,Burt County,636
31023,NE,Butler County,644
31025,NE,Cass County,"1,361"
31027,NE,Cedar County,707
31029,NE,Chase County,348
31031,NE,Cherry County,601
31033,NE,Cheyenne County,884
31035,NE,Clay County,647
31037,NE,Colfax County,868
31039,NE,Cuming County,774
31041,NE,Custer County,"1,252"
31043,NE,Dakota County,"2,083"
31045,NE,Dawes County,"1,280"
31047,NE,Dawson County,"2,762"
31049,NE,Deuel County,201
31051,NE,Dixon County,480
31053,NE,Dodge County,"3,349"
31055,NE,Douglas County,"57,105"
31057,NE,Dundy County,223
31059,NE,Fillmore County,448
31061,NE,Franklin County,421
31063,NE,Frontier County,321
31065,NE,Furnas County,557
31067,NE,Gage County,"2,363"
31069,NE,Garden County,272
31071,NE,Garfield County,231
31073,NE,Gosper County,172
31075,NE,Grant County,60
31077,NE,Greeley County,286
31079,NE,Hall County,"6,123"
31081,NE,Hamilton County,593
31083,NE,Harlan County,366
31085,NE,Hayes County,138
31087,NE,Hitchcock County,309
31089,NE,Holt County,"1,098"
31091,NE,Hooker County,54
31093,NE,Howard County,641
31095,NE,Jefferson County,655
31097,NE,Johnson County,448
31099,NE,Kearney County,488
31101,NE,Keith County,885
31103,NE,Keya Paha County,152
31105,NE,Kimball County,433
31107,NE,Knox County,986
31109,NE,Lancaster County,"32,535"
31111,NE,Lincoln County,"3,682"
31113,NE,Logan County,66
31115,NE,Loup County,100
31117,NE,McPherson County,62
31119,NE,Madison County,"3,446"
31121,NE,Merrick County,832
31123,NE,Morrill County,598
31125,NE,Nance County,351
31127,NE,Nemaha County,768
31129,NE,Nuckolls County,458
31131,NE,Otoe County,"1,304"
31133,NE,Pawnee County,334
31135,NE,Perkins County,269
31137,NE,Phelps County,873
31139,NE,Pierce County,655
31141,NE,Platte County,"2,960"
31143,NE,Polk County,354
31145,NE,Red Willow County,"1,231"
31147,NE,Richardson County,946
31149,NE,Rock County,184
31151,NE,Saline County,"1,212"
31153,NE,Sarpy County,"10,930"
31155,NE,Saunders County,"1,462"
31157,NE,Scotts Bluff County,"4,494"
31159,NE,Seward County,"1,138"
31161,NE,Sheridan County,738
31163,NE,Sherman County,362
31165,NE,Sioux County,185
31167,NE,Stanton County,410
31169,NE,Thayer County,527
31171,NE,Thomas County,100
31173,NE,Thurston County,"1,769"
31175,NE,Valley County,425
31177,NE,Washington County,"1,386"
31179,NE,Wayne County,987
31181,NE,Webster County,414
31183,NE,Wheeler County,96
31185,NE,York County,"1,205"
32001,NV,Churchill County,"2,871"
32003,NV,Clark County,"296,767"
32005,NV,Douglas County,"3,930"
32007,NV,Elko County,"5,714"
32009,NV,Esmeralda County,120
32011,NV,Eureka County,201
32013,NV,Humboldt County,"1,829"
32015,NV,Lander County,602
32017,NV,Lincoln County,674
32019,NV,Lyon County,"5,831"
32021,NV,Mineral County,708
32023,NV,Nye County,"7,317"
32027,NV,Pershing County,864
32029,NV,Storey County,290
32031,NV,Washoe County,"49,598"
32033,NV,White Pine County,"1,126"
32510,NV,Carson City,"6,458"
33001,NH,Belknap County,"5,139"
33003,NH,Carroll County,"4,370"
33005,NH,Cheshire County,"6,977"
33007,NH,Coos County,"4,062"
33009,NH,Grafton County,"7,601"
33011,NH,Hillsborough County,"30,494"
33013,NH,Merrimack County,"9,194"
33015,NH,Rockingham County,"15,522"
33017,NH,Strafford County,"10,645"
33019,NH,Sullivan County,"4,305"
34001,NJ,Atlantic County,"29,057"
34003,NJ,Bergen County,"52,980"
34005,NJ,Burlington County,"24,961"
34007,NJ,Camden County,"53,641"
34009,NJ,Cape May County,"8,853"
34011,NJ,Cumberland County,"19,261"
34013,NJ,Essex County,"107,745"
34015,NJ,Gloucester County,"21,602"
34017,NJ,Hudson County,"90,976"
34019,NJ,Hunterdon County,"4,794"
34021,NJ,Mercer County,"41,600"
34023,NJ,Middlesex County,"68,514"
34025,NJ,Monmouth County,"37,725"
34027,NJ,Morris County,"25,678"
34029,NJ,Ocean County,"53,950"
34031,NJ,Passaic County,"65,342"
34033,NJ,Salem County,"7,000"
34035,NJ,Somerset County,"17,409"
34037,NJ,Sussex County,"7,180"
34039,NJ,Union County,"50,094"
34041,NJ,Warren County,"7,313"
35001,NM,Bernalillo County,"103,458"
35003,NM,Catron County,723
35005,NM,Chaves County,"11,376"
35006,NM,Cibola County,"6,137"
35007,NM,Colfax County,"1,961"
35009,NM,Curry County,"8,868"
35011,NM,DeBaca County,323
35013,NM,Dona Ana County,"50,726"
35015,NM,Eddy County,"6,474"
35017,NM,Grant County,"4,772"
35019,NM,Guadalupe County,874
35021,NM,Harding County,96
35023,NM,Hidalgo County,942
35025,NM,Lea County,"10,399"
35027,NM,Lincoln County,"2,657"
35028,NM,Los Alamos County,683
35029,NM,Luna County,"5,488"
35031,NM,McKinley County,"21,294"
35033,NM,Mora County,956
35035,NM,Otero County,"13,054"
35037,NM,Quay County,"1,781"
35039,NM,Rio Arriba County,"8,542"
35041,NM,Roosevelt County,"3,257"
35043,NM,Sandoval County,"14,627"
35045,NM,San Juan County,"24,358"
35047,NM,San Miguel County,"6,239"
35049,NM,Santa Fe County,"18,378"
35051,NM,Sierra County,"2,899"
35053,NM,Socorro County,"4,171"
35055,NM,Taos County,"5,922"
35057,NM,Torrance County,"3,198"
35059,NM,Union County,684
35061,NM,Valencia County,"13,210"
36001,NY,Albany County,"33,970"
36003,NY,Allegany County,"7,491"
36005,NY,Bronx County,"361,834"
36007,NY,Broome County,"31,962"
36009,NY,Cattaraugus County,"10,821"
36011,NY,Cayuga County,"10,058"
36013,NY,Chautauqua County,"19,896"
36015,NY,Chemung County,"11,221"
36017,NY,Chenango County,"6,368"
36019,NY,Clinton County,"10,950"
36021,NY,Columbia County,"5,883"
36023,NY,Cortland County,"7,542"
36025,NY,Delaware County,"5,290"
36027,NY,Dutchess County,"23,693"
36029,NY,Erie County,"118,386"
36031,NY,Essex County,"4,338"
36033,NY,Franklin County,"8,017"
36035,NY,Fulton County,"8,533"
36037,NY,Genesee County,"5,825"
36039,NY,Greene County,"5,589"
36041,NY,Hamilton County,433
36043,NY,Herkimer County,"8,235"
36045,NY,Jefferson County,"15,168"
36047,NY,Kings County,"446,923"
36049,NY,Lewis County,"3,208"
36051,NY,Livingston County,"7,916"
36053,NY,Madison County,"6,488"
36055,NY,Monroe County,"90,791"
36057,NY,Montgomery County,"7,652"
36059,NY,Nassau County,"74,435"
36061,NY,New York County,"222,672"
36063,NY,Niagara County,"25,407"
36065,NY,Oneida County,"31,586"
36067,NY,Onondaga County,"61,412"
36069,NY,Ontario County,"8,645"
36071,NY,Orange County,"46,013"
36073,NY,Orleans County,"5,020"
36075,NY,Oswego County,"17,530"
36077,NY,Otsego County,"8,809"
36079,NY,Putnam County,"5,016"
36081,NY,Queens County,"245,941"
36083,NY,Rensselaer County,"17,506"
36085,NY,Richmond County,"42,807"
36087,NY,Rockland County,"40,031"
36089,NY,St. Lawrence County,"18,348"
36091,NY,Saratoga County,"13,482"
36093,NY,Schenectady County,"18,363"
36095,NY,Schoharie County,"3,600"
36097,NY,Schuyler County,"2,763"
36099,NY,Seneca County,"4,302"
36101,NY,Steuben County,"14,089"
36103,NY,Suffolk County,"97,920"
36105,NY,Sullivan County,"11,745"
36107,NY,Tioga County,"4,485"
36109,NY,Tompkins County,"15,079"
36111,NY,Ulster County,"20,451"
36113,NY,Warren County,"6,399"
36115,NY,Washington County,"6,917"
36117,NY,Wayne County,"10,093"
36119,NY,Westchester County,"79,545"
36121,NY,Wyoming County,"3,598"
36123,NY,Yates County,"3,271"
37001,NC,Alamance County,"23,890"
37003,NC,Alexander County,"4,193"
37005,NC,Alleghany County,"1,862"
37007,NC,Anson County,"4,861"
37009,NC,Ashe County,"3,946"
37011,NC,Avery County,"2,481"
37013,NC,Beaufort County,"8,164"
37015,NC,Bertie County,"4,256"
37017,NC,Bladen County,"6,876"
37019,NC,Brunswick County,"14,423"
37021,NC,Buncombe County,"31,045"
37023,NC,Burke County,"16,123"
37025,NC,Cabarrus County,"16,932"
37027,NC,Caldwell County,"9,728"
37029,NC,Camden County,819
37031,NC,Carteret County,"7,102"
37033,NC,Caswell County,"3,438"
37035,NC,Catawba County,"20,898"
37037,NC,Chatham County,"6,400"
37039,NC,Cherokee County,"4,997"
37041,NC,Chowan County,"2,528"
37043,NC,Clay County,"1,554"
37045,NC,Cleveland County,"18,230"
37047,NC,Columbus County,"11,654"
37049,NC,Craven County,"13,385"
37051,NC,Cumberland County,"57,342"
37053,NC,Currituck County,"2,419"
37055,NC,Dare County,"3,284"
37057,NC,Davidson County,"25,099"
37059,NC,Davie County,"4,632"
37061,NC,Duplin County,"10,288"
37063,NC,Durham County,"43,009"
37065,NC,Edgecombe County,"10,625"
37067,NC,Forsyth County,"56,484"
37069,NC,Franklin County,"7,908"
37071,NC,Gaston County,"25,710"
37073,NC,Gates County,"1,680"
37075,NC,Graham County,"1,391"
37077,NC,Granville County,"8,313"
37079,NC,Greene County,"3,715"
37081,NC,Guilford County,"83,004"
37083,NC,Halifax County,"11,533"
37085,NC,Harnett County,"20,597"
37087,NC,Haywood County,"6,536"
37089,NC,Henderson County,"12,349"
37091,NC,Hertford County,"4,829"
37093,NC,Hoke County,"9,149"
37095,NC,Hyde County,853
37097,NC,Iredell County,"14,812"
37099,NC,Jackson County,"7,661"
37101,NC,Johnston County,"25,901"
37103,NC,Jones County,"1,747"
37105,NC,Lee County,"8,634"
37107,NC,Lenoir County,"12,750"
37109,NC,Lincoln County,"7,682"
37111,NC,McDowell County,"6,048"
37113,NC,Macon County,"5,093"
37115,NC,Madison County,"3,020"
37117,NC,Martin County,"4,589"
37119,NC,Mecklenburg County,"112,863"
37121,NC,Mitchell County,"2,180"
37123,NC,Montgomery County,"4,218"
37125,NC,Moore County,"11,254"
37127,NC,Nash County,"15,065"
37129,NC,New Hanover County,"29,519"
37131,NC,Northampton County,"4,042"
37133,NC,Onslow County,"22,029"
37135,NC,Orange County,"18,446"
37137,NC,Pamlico County,"1,899"
37139,NC,Pasquotank County,"5,386"
37141,NC,Pender County,"7,117"
37143,NC,Perquimans County,"2,007"
37145,NC,Person County,"5,998"
37147,NC,Pitt County,"33,512"
37149,NC,Polk County,"2,476"
37151,NC,Randolph County,"19,996"
37153,NC,Richmond County,"11,234"
37155,NC,Robeson County,"39,748"
37157,NC,Rockingham County,"16,504"
37159,NC,Rowan County,"19,063"
37161,NC,Rutherford County,"12,158"
37163,NC,Sampson County,"10,471"
37165,NC,Scotland County,"9,168"
37167,NC,Stanly County,"6,470"
37169,NC,Stokes County,"5,844"
37171,NC,Surry County,"11,338"
37173,NC,Swain County,"2,253"
37175,NC,Transylvania County,"4,388"
37177,NC,Tyrrell County,861
37179,NC,Union County,"17,281"
37181,NC,Vance County,"8,143"
37183,NC,Wake County,"87,375"
37185,NC,Warren County,"4,083"
37187,NC,Washington County,"2,438"
37189,NC,Watauga County,"10,793"
37191,NC,Wayne County,"22,456"
37193,NC,Wilkes County,"10,228"
37195,NC,Wilson County,"17,258"
37197,NC,Yadkin County,"5,189"
37199,NC,Yancey County,"2,537"
38001,ND,Adams County,232
38003,ND,Barnes County,977
38005,ND,Benson County,"1,578"
38007,ND,Billings County,90
38009,ND,Bottineau County,586
38011,ND,Bowman County,238
38013,ND,Burke County,185
38015,ND,Burleigh County,"6,304"
38017,ND,Cass County,"20,189"
38019,ND,Cavalier County,336
38021,ND,Dickey County,494
38023,ND,Divide County,239
38025,ND,Dunn County,428
38027,ND,Eddy County,222
38029,ND,Emmons County,434
38031,ND,Foster County,276
38033,ND,Golden Valley County,206
38035,ND,Grand Forks County,"8,769"
38037,ND,Grant County,337
38039,ND,Griggs County,207
38041,ND,Hettinger County,290
38043,ND,Kidder County,348
38045,ND,LaMoure County,485
38047,ND,Logan County,237
38049,ND,McHenry County,685
38051,ND,McIntosh County,335
38053,ND,McKenzie County,"1,107"
38055,ND,McLean County,876
38057,ND,Mercer County,624
38059,ND,Morton County,"2,416"
38061,ND,Mountrail County,"1,000"
38063,ND,Nelson County,315
38065,ND,Oliver County,207
38067,ND,Pembina County,583
38069,ND,Pierce County,434
38071,ND,Ramsey County,"1,361"
38073,ND,Ransom County,438
38075,ND,Renville County,202
38077,ND,Richland County,"1,904"
38079,ND,Rolette County,"3,632"
38081,ND,Sargent County,290
38083,ND,Sheridan County,219
38085,ND,Sioux County,"1,333"
38087,ND,Slope County,101
38089,ND,Stark County,"2,622"
38091,ND,Steele County,139
38093,ND,Stutsman County,"2,064"
38095,ND,Towner County,231
38097,ND,Traill County,618
38099,ND,Walsh County,"1,221"
38101,ND,Ward County,"5,859"
38103,ND,Wells County,464
38105,ND,Williams County,"2,366"
39001,OH,Adams County,"5,200"
39003,OH,Allen County,"12,452"
39005,OH,Ashland County,"6,407"
39007,OH,Ashtabula County,"17,508"
39009,OH,Athens County,"14,839"
39011,OH,Auglaize County,"3,297"
39013,OH,Belmont County,"7,355"
39015,OH,Brown County,"5,162"
39017,OH,Butler County,"43,439"
39019,OH,Carroll County,"2,992"
39021,OH,Champaign County,"2,941"
39023,OH,Clark County,"18,960"
39025,OH,Clermont County,"16,710"
39027,OH,Clinton County,"6,041"
39029,OH,Columbiana County,"12,955"
39031,OH,Coshocton County,"4,517"
39033,OH,Crawford County,"6,000"
39035,OH,Cuyahoga County,"195,758"
39037,OH,Darke County,"6,115"
39039,OH,Defiance County,"3,264"
39041,OH,Delaware County,"9,863"
39043,OH,Erie County,"8,414"
39045,OH,Fairfield County,"12,549"
39047,OH,Fayette County,"3,777"
39049,OH,Franklin County,"172,890"
39051,OH,Fulton County,"2,889"
39053,OH,Gallia County,"4,790"
39055,OH,Geauga County,"5,083"
39057,OH,Greene County,"15,932"
39059,OH,Guernsey County,"5,946"
39061,OH,Hamilton County,"116,077"
39063,OH,Hancock County,"6,877"
39065,OH,Hardin County,"4,078"
39067,OH,Harrison County,"2,133"
39069,OH,Henry County,"2,000"
39071,OH,Highland County,"6,643"
39073,OH,Hocking County,"4,177"
39075,OH,Holmes County,"3,952"
39077,OH,Huron County,"5,719"
39079,OH,Jackson County,"5,491"
39081,OH,Jefferson County,"10,733"
39083,OH,Knox County,"6,664"
39085,OH,Lake County,"18,914"
39087,OH,Lawrence County,"9,482"
39089,OH,Licking County,"16,038"
39091,OH,Logan County,"4,751"
39093,OH,Lorain County,"41,735"
39095,OH,Lucas County,"75,402"
39097,OH,Madison County,"3,808"
39099,OH,Mahoning County,"40,346"
39101,OH,Marion County,"8,736"
39103,OH,Medina County,"9,739"
39105,OH,Meigs County,"3,570"
39107,OH,Mercer County,"2,710"
39109,OH,Miami County,"9,324"
39111,OH,Monroe County,"1,881"
39113,OH,Montgomery County,"78,917"
39115,OH,Morgan County,"2,236"
39117,OH,Morrow County,"2,967"
39119,OH,Muskingum County,"12,866"
39121,OH,Noble County,"1,657"
39123,OH,Ottawa County,"3,215"
39125,OH,Paulding County,"1,816"
39127,OH,Perry County,"5,333"
39129,OH,Pickaway County,"6,177"
39131,OH,Pike County,"5,191"
39133,OH,Portage County,"18,371"
39135,OH,Preble County,"3,602"
39137,OH,Putnam County,"2,397"
39139,OH,Richland County,"15,313"
39141,OH,Ross County,"10,803"
39143,OH,Sandusky County,"5,489"
39145,OH,Scioto County,"15,739"
39147,OH,Seneca County,"6,338"
39149,OH,Shelby County,"4,374"
39151,OH,Stark County,"46,938"
39153,OH,Summit County,"75,226"
39155,OH,Trumbull County,"29,809"
39157,OH,Tuscarawas County,"10,162"
39159,OH,Union County,"3,033"
39161,OH,Van Wert County,"2,359"
39163,OH,Vinton County,"2,417"
39165,OH,Warren County,"10,308"
39167,OH,Washington County,"6,395"
39169,OH,Wayne County,"11,062"
39171,OH,Williams County,"3,324"
39173,OH,Wood County,"13,819"
39175,OH,Wyandot County,"1,609"
40001,OK,Adair County,"5,192"
40003,OK,Alfalfa County,735
40005,OK,Atoka County,"2,493"
40007,OK,Beaver County,557
40009,OK,Beckham County,"4,131"
40011,OK,Blaine County,"1,387"
40013,OK,Bryan County,"8,070"
40015,OK,Caddo County,"5,502"
40017,OK,Canadian County,"11,747"
40019,OK,Carter County,"6,760"
40021,OK,Cherokee County,"10,049"
40023,OK,Choctaw County,"3,247"
40025,OK,Cimarron County,379
40027,OK,Cleveland County,"31,942"
40029,OK,Coal County,978
40031,OK,Comanche County,"19,406"
40033,OK,Cotton County,"1,042"
40035,OK,Craig County,"2,434"
40037,OK,Creek County,"9,655"
40039,OK,Custer County,"4,327"
40041,OK,Delaware County,"7,437"
40043,OK,Dewey County,553
40045,OK,Ellis County,494
40047,OK,Garfield County,"7,520"
40049,OK,Garvin County,"4,267"
40051,OK,Grady County,"6,604"
40053,OK,Grant County,474
40055,OK,Greer County,"1,102"
40057,OK,Harmon County,604
40059,OK,Harper County,403
40061,OK,Haskell County,"2,525"
40063,OK,Hughes County,"2,511"
40065,OK,Jackson County,"4,113"
40067,OK,Jefferson County,"1,218"
40069,OK,Johnston County,"2,261"
40071,OK,Kay County,"6,812"
40073,OK,Kingfisher County,"1,389"
40075,OK,Kiowa County,"1,864"
40077,OK,Latimer County,"1,753"
40079,OK,Le Flore County,"9,848"
40081,OK,Lincoln County,"4,799"
40083,OK,Logan County,"5,729"
40085,OK,Love County,"1,356"
40087,OK,McClain County,"2,869"
40089,OK,McCurtain County,"7,079"
40091,OK,McIntosh County,"3,801"
40093,OK,Major County,"1,005"
40095,OK,Marshall County,"3,030"
40097,OK,Mayes County,"7,166"
40099,OK,Murray County,"2,049"
40101,OK,Muskogee County,"14,622"
40103,OK,Noble County,"1,346"
40105,OK,Nowata County,"1,484"
40107,OK,Okfuskee County,"3,010"
40109,OK,Oklahoma County,"116,741"
40111,OK,Okmulgee County,"6,916"
40113,OK,Osage County,"6,758"
40115,OK,Ottawa County,"5,569"
40117,OK,Pawnee County,"2,449"
40119,OK,Payne County,"16,969"
40121,OK,Pittsburg County,"8,136"
40123,OK,Pontotoc County,"5,087"
40125,OK,Pottawatomie County,"10,272"
40127,OK,Pushmataha County,"2,613"
40129,OK,Roger Mills County,478
40131,OK,Rogers County,"9,458"
40133,OK,Seminole County,"5,192"
40135,OK,Sequoyah County,"8,864"
40137,OK,Stephens County,"6,272"
40139,OK,Texas County,"2,844"
40141,OK,Tillman County,"1,420"
40143,OK,Tulsa County,"91,457"
40145,OK,Wagoner County,"6,639"
40147,OK,Washington County,"6,540"
40149,OK,Washita County,"1,343"
40151,OK,Woods County,"1,179"
40153,OK,Woodward County,"2,306"
41001,OR,Baker County,"2,139"
41003,OR,Benton County,"14,418"
41005,OR,Clackamas County,"29,818"
41007,OR,Clatsop County,"4,779"
41009,OR,Columbia County,"4,444"
41011,OR,Coos County,"9,867"
41013,OR,Crook County,"2,627"
41015,OR,Curry County,"3,054"
41017,OR,Deschutes County,"18,047"
41019,OR,Douglas County,"12,949"
41021,OR,Gilliam County,204
41023,OR,Grant County,"1,088"
41025,OR,Harney County,"1,031"
41027,OR,Hood River County,"1,943"
41029,OR,Jackson County,"29,613"
41031,OR,Jefferson County,"3,546"
41033,OR,Josephine County,"13,663"
41035,OR,Klamath County,"11,225"
41037,OR,Lake County,"1,259"
41039,OR,Lane County,"52,146"
41041,OR,Lincoln County,"7,208"
41043,OR,Linn County,"16,161"
41045,OR,Malheur County,"5,732"
41047,OR,Marion County,"41,154"
41049,OR,Morrow County,"1,465"
41051,OR,Multnomah County,"95,902"
41053,OR,Polk County,"7,949"
41055,OR,Sherman County,222
41057,OR,Tillamook County,"3,182"
41059,OR,Umatilla County,"10,260"
41061,OR,Union County,"3,513"
41063,OR,Wallowa County,875
41065,OR,Wasco County,"3,174"
41067,OR,Washington County,"48,575"
41069,OR,Wheeler County,231
41071,OR,Yamhill County,"10,838"
42001,PA,Adams County,"7,548"
42003,PA,Allegheny County,"127,238"
42005,PA,Armstrong County,"7,076"
42007,PA,Beaver County,"18,879"
42009,PA,Bedford County,"4,928"
42011,PA,Berks County,"41,916"
42013,PA,Blair County,"17,657"
42015,PA,Bradford County,"8,527"
42017,PA,Bucks County,"35,075"
42019,PA,Butler County,"14,280"
42021,PA,Cambria County,"18,583"
42023,PA,Cameron County,613
42025,PA,Carbon County,"6,198"
42027,PA,Centre County,"22,610"
42029,PA,Chester County,"30,184"
42031,PA,Clarion County,"5,162"
42033,PA,Clearfield County,"10,064"
42035,PA,Clinton County,"4,898"
42037,PA,Columbia County,"8,996"
42039,PA,Crawford County,"10,129"
42041,PA,Cumberland County,"17,269"
42043,PA,Dauphin County,"30,942"
42045,PA,Delaware County,"54,091"
42047,PA,Elk County,"2,902"
42049,PA,Erie County,"42,666"
42051,PA,Fayette County,"21,995"
42053,PA,Forest County,"1,196"
42055,PA,Franklin County,"12,313"
42057,PA,Fulton County,"1,749"
42059,PA,Greene County,"4,708"
42061,PA,Huntingdon County,"5,212"
42063,PA,Indiana County,"11,048"
42065,PA,Jefferson County,"6,962"
42067,PA,Juniata County,"2,538"
42069,PA,Lackawanna County,"28,812"
42071,PA,Lancaster County,"55,968"
42073,PA,Lawrence County,"10,271"
42075,PA,Lebanon County,"14,381"
42077,PA,Lehigh County,"41,397"
42079,PA,Luzerne County,"46,326"
42081,PA,Lycoming County,"14,642"
42083,PA,Mc Kean County,"5,487"
42085,PA,Mercer County,"13,469"
42087,PA,Mifflin County,"6,036"
42089,PA,Monroe County,"20,201"
42091,PA,Montgomery County,"48,819"
42093,PA,Montour County,"1,598"
42095,PA,Northampton County,"23,228"
42097,PA,Northumberland County,"11,561"
42099,PA,Perry County,"4,066"
42101,PA,Philadelphia County,"352,748"
42103,PA,Pike County,"5,054"
42105,PA,Potter County,"1,904"
42107,PA,Schuylkill County,"15,767"
42109,PA,Snyder County,"3,881"
42111,PA,Somerset County,"8,552"
42113,PA,Sullivan County,762
42115,PA,Susquehanna County,"4,507"
42117,PA,Tioga County,"5,254"
42119,PA,Union County,"4,334"
42121,PA,Venango County,"6,213"
42123,PA,Warren County,"5,153"
42125,PA,Washington County,"19,860"
42127,PA,Wayne County,"5,867"
42129,PA,Westmoreland County,"35,870"
42131,PA,Wyoming County,"2,573"
42133,PA,York County,"40,477"
44001,RI,Bristol County,"3,110"
44003,RI,Kent County,"13,152"
44005,RI,Newport County,"6,666"
44007,RI,Providence County,"85,644"
44009,RI,Washington County,"9,524"
45001,SC,Abbeville County,"3,508"
45003,SC,Aiken County,"21,071"
45005,SC,Allendale County,"2,313"
45007,SC,Anderson County,"25,717"
45009,SC,Bamberg County,"3,226"
45011,SC,Barnwell County,"5,115"
45013,SC,Beaufort County,"18,979"
45015,SC,Berkeley County,"23,953"
45017,SC,Calhoun County,"2,613"
45019,SC,Charleston County,"46,853"
45021,SC,Cherokee County,"8,951"
45023,SC,Chester County,"5,651"
45025,SC,Chesterfield County,"8,937"
45027,SC,Clarendon County,"8,053"
45029,SC,Colleton County,"7,823"
45031,SC,Darlington County,"12,767"
45033,SC,Dillon County,"8,022"
45035,SC,Dorchester County,"14,871"
45037,SC,Edgefield County,"3,839"
45039,SC,Fairfield County,"4,198"
45041,SC,Florence County,"22,950"
45043,SC,Georgetown County,"10,842"
45045,SC,Greenville County,"54,815"
45047,SC,Greenwood County,"12,277"
45049,SC,Hampton County,"4,136"
45051,SC,Horry County,"44,197"
45053,SC,Jasper County,"4,941"
45055,SC,Kershaw County,"9,088"
45057,SC,Lancaster County,"11,258"
45059,SC,Laurens County,"12,447"
45061,SC,Lee County,"3,890"
45063,SC,Lexington County,"35,210"
45065,SC,McCormick County,"1,533"
45067,SC,Marion County,"7,562"
45069,SC,Marlboro County,"6,750"
45071,SC,Newberry County,"5,198"
45073,SC,Oconee County,"10,268"
45075,SC,Orangeburg County,"21,821"
45077,SC,Pickens County,"18,055"
45079,SC,Richland County,"62,567"
45081,SC,Saluda County,"3,247"
45083,SC,Spartanburg County,"40,129"
45085,SC,Sumter County,"18,444"
45087,SC,Union County,"5,347"
45089,SC,Williamsburg County,"8,148"
45091,SC,York County,"23,679"
46003,SD,Aurora County,271
46005,SD,Beadle County,"2,317"
46007,SD,Bennett County,"1,051"
46009,SD,Bon Homme County,767
46011,SD,Brookings County,"3,767"
46013,SD,Brown County,"3,526"
46015,SD,Brule County,654
46017,SD,Buffalo County,775
46019,SD,Butte County,"1,326"
46021,SD,Campbell County,143
46023,SD,Charles Mix County,"1,873"
46025,SD,Clark County,421
46027,SD,Clay County,"2,264"
46029,SD,Codington County,"2,691"
46031,SD,Corson County,"1,640"
46033,SD,Custer County,834
